slug,brand,variant,file_name,file_path,source_url,source_page,width_px,height_px,context,status
alfa_moderno_5_pizze_wood_ruby_red,alfa,main,alfa-moderno-5-pizze-wood-ruby-red-gallery-9.jpg,alfa/alfa-moderno-5-pizze-wood-ruby-red/alfa-moderno-5-pizze-wood-ruby-red-gallery-9.jpg,https://www.alfaforni.com/wp-content/uploads/2023/05/kit-hybrid-alfa-forni-800x800.jpg.webp,https://www.alfaforni.com/us/product/moderno-oven-5-pizza-wood-gas/,800,800,Kit Hybrid | Moderno Oven 5 pizzas - Oven for home use | Alfaforni,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-hero.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-hero.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-1024x1024.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,1024,1024,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-1.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-1.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-1024x1024.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,1024,1024,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-2.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-2.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-600x600.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,600,600,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-3.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-3.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-700x700.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,700,700,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-4.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-4.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-768x768.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,768,768,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-5.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-5.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-800x800.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,800,800,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-6.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-6.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-600x600.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,600,600,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-7.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-7.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-700x700.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,700,700,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-8.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-8.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-768x768.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,768,768,,downloaded
alfa_moderno_portable_antique_red,alfa,main,alfa-moderno-portable-antique-red-gallery-9.jpg,alfa/alfa-moderno-portable-antique-red/alfa-moderno-portable-antique-red-gallery-9.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-800x800.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,800,800,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-hero.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-hero.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-1024x1024.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,1024,1024,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-1.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-1.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-1024x1024.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,1024,1024,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-2.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-2.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-600x600.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,600,600,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-3.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-3.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-700x700.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,700,700,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-4.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-4.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-768x768.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,768,768,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-5.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-5.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/moderno-portable-pizza-ovens-800x800.png.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,800,800,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-6.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-6.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-600x600.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,600,600,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-7.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-7.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-700x700.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,700,700,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-8.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-8.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-768x768.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,768,768,,downloaded
alfa_moderno_portable_ardesia_grey,alfa,main,alfa-moderno-portable-ardesia-grey-gallery-9.jpg,alfa/alfa-moderno-portable-ardesia-grey/alfa-moderno-portable-ardesia-grey-gallery-9.jpg,https://www.alfaforni.com/wp-content/uploads/2022/07/portable-alfa-forni-pizza-ovens-800x800.jpg.webp,https://www.alfaforni.com/us/product/oven-moderno-pizza-portable/,800,800,,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-hero.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-hero.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-1280x1056.jpg,https://alfrescogrills.com/30-grill/,1280,1056,,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-1.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-1.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/Artisan-details-AE-production.jpg,https://alfrescogrills.com/30-grill/,301,302,,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-2.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-2.jpg,https://alfrescogrills.com/wp-content/uploads/2018/12/Smoker-Tray-NEW-2.jpg,https://alfrescogrills.com/30-grill/,302,302,,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-3.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-3.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-980x809.jpg,https://alfrescogrills.com/30-grill/,980,809,,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-4.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-4.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Standard-RAL-Color-Chart-2-1.jpg,https://alfrescogrills.com/30-grill/,1708,594,meta og:image,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-5.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-5.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Color_03.png,https://alfrescogrills.com/30-grill/,253,272,colors,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-6.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-6.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_03.jpg,https://alfrescogrills.com/30-grill/,143,134,steamer fryer,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-7.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-7.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_06.jpg,https://alfrescogrills.com/30-grill/,143,134,solid fuel insert,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-8.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-8.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_08.jpg,https://alfrescogrills.com/30-grill/,143,134,griddle,downloaded
alfresco_30_dual_zone_griddle,alfresco,main,alfresco-30-dual-zone-griddle-gallery-9.jpg,alfresco/alfresco-30-dual-zone-griddle/alfresco-30-dual-zone-griddle-gallery-9.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_10.jpg,https://alfrescogrills.com/30-grill/,143,134,indirect roasting pod,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-hero.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-hero.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-1280x1056.jpg,https://alfrescogrills.com/30-grill/,1280,1056,,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-1.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-1.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/Artisan-details-AE-production.jpg,https://alfrescogrills.com/30-grill/,301,302,,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-2.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-2.jpg,https://alfrescogrills.com/wp-content/uploads/2018/12/Smoker-Tray-NEW-2.jpg,https://alfrescogrills.com/30-grill/,302,302,,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-3.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-3.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-980x809.jpg,https://alfrescogrills.com/30-grill/,980,809,,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-4.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-4.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Standard-RAL-Color-Chart-2-1.jpg,https://alfrescogrills.com/30-grill/,1708,594,meta og:image,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-5.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-5.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Color_03.png,https://alfrescogrills.com/30-grill/,253,272,colors,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-6.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-6.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_03.jpg,https://alfrescogrills.com/30-grill/,143,134,steamer fryer,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-7.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-7.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_06.jpg,https://alfrescogrills.com/30-grill/,143,134,solid fuel insert,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-8.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-8.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_08.jpg,https://alfrescogrills.com/30-grill/,143,134,griddle,downloaded
alfresco_30_lxe_one_sear_zone,alfresco,main,alfresco-30-lxe-one-sear-zone-gallery-9.jpg,alfresco/alfresco-30-lxe-one-sear-zone/alfresco-30-lxe-one-sear-zone-gallery-9.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_10.jpg,https://alfrescogrills.com/30-grill/,143,134,indirect roasting pod,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-hero.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-hero.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-1280x1056.jpg,https://alfrescogrills.com/30-grill/,1280,1056,,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-1.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-1.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/Artisan-details-AE-production.jpg,https://alfrescogrills.com/30-grill/,301,302,,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-2.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-2.jpg,https://alfrescogrills.com/wp-content/uploads/2018/12/Smoker-Tray-NEW-2.jpg,https://alfrescogrills.com/30-grill/,302,302,,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-3.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-3.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-980x809.jpg,https://alfrescogrills.com/30-grill/,980,809,,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-4.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-4.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Standard-RAL-Color-Chart-2-1.jpg,https://alfrescogrills.com/30-grill/,1708,594,meta og:image,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-5.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-5.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Color_03.png,https://alfrescogrills.com/30-grill/,253,272,colors,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-6.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-6.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_03.jpg,https://alfrescogrills.com/30-grill/,143,134,steamer fryer,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-7.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-7.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_06.jpg,https://alfrescogrills.com/30-grill/,143,134,solid fuel insert,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-8.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-8.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_08.jpg,https://alfrescogrills.com/30-grill/,143,134,griddle,downloaded
alfresco_30_lxe_standard,alfresco,main,alfresco-30-lxe-standard-gallery-9.jpg,alfresco/alfresco-30-lxe-standard/alfresco-30-lxe-standard-gallery-9.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_10.jpg,https://alfrescogrills.com/30-grill/,143,134,indirect roasting pod,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-hero.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-hero.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-1280x1056.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,1280,1056,,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-1.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-1.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-980x809.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,980,809,,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-2.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-2.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/accordian-grills_06.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,773,637,meta og:image,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-3.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-3.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Standard-RAL-Color-Chart-2-1.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,1708,594,,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-4.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-4.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Color_03.png,https://alfrescogrills.com/aipg/36-intelligent-grill/,253,272,colors,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-5.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-5.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_03.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,143,134,steamer fryer,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-6.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-6.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_06.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,143,134,solid fuel insert,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-7.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-7.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_08.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,143,134,griddle,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-8.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-8.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_10.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,143,134,indirect roasting pod,downloaded
alfresco_36_aipg,alfresco,main,alfresco-36-aipg-gallery-9.jpg,alfresco/alfresco-36-aipg/alfresco-36-aipg-gallery-9.jpg,https://alfrescogrills.com/wp-content/uploads/2018/11/Commercial-Wok-and-Wok-Ring.jpg,https://alfrescogrills.com/aipg/36-intelligent-grill/,1119,828,Dual Side Burner,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-hero.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-hero.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-1280x1056.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,1280,1056,,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-1.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-1.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/Artisan-details-AE-production.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,301,302,,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-2.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-2.jpg,https://alfrescogrills.com/wp-content/uploads/2018/12/Smoker-Tray-NEW-2.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,302,302,,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-3.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-3.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-980x809.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,980,809,,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-4.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-4.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Standard-RAL-Color-Chart-2-1.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,1708,594,meta og:image,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-5.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-5.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Color_03.png,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,253,272,colors,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-6.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-6.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_03.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,143,134,steamer fryer,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-7.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-7.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_06.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,143,134,solid fuel insert,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-8.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-8.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_08.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,143,134,griddle,downloaded
alfresco_36_lxe_one_sear_zone,alfresco,main,alfresco-36-lxe-one-sear-zone-gallery-9.jpg,alfresco/alfresco-36-lxe-one-sear-zone/alfresco-36-lxe-one-sear-zone-gallery-9.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/56-LXE-All-Grill-accessories_10.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,143,134,indirect roasting pod,downloaded
alfresco_36_lxe_standard,alfresco,main,alfresco-36-lxe-standard-hero.jpg,alfresco/alfresco-36-lxe-standard/alfresco-36-lxe-standard-hero.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-1280x1056.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,1280,1056,,downloaded
alfresco_36_lxe_standard,alfresco,main,alfresco-36-lxe-standard-gallery-1.jpg,alfresco/alfresco-36-lxe-standard/alfresco-36-lxe-standard-gallery-1.jpg,https://alfrescogrills.com/wp-content/uploads/2018/10/Artisan-details-AE-production.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,301,302,,downloaded
alfresco_36_lxe_standard,alfresco,main,alfresco-36-lxe-standard-gallery-2.jpg,alfresco/alfresco-36-lxe-standard/alfresco-36-lxe-standard-gallery-2.jpg,https://alfrescogrills.com/wp-content/uploads/2018/12/Smoker-Tray-NEW-2.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,302,302,,downloaded
alfresco_36_lxe_standard,alfresco,main,alfresco-36-lxe-standard-gallery-3.jpg,alfresco/alfresco-36-lxe-standard/alfresco-36-lxe-standard-gallery-3.jpg,https://alfrescogrills.com/wp-content/uploads/2025/06/Drip-Tray-Diagram-980x809.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,980,809,,downloaded
alfresco_36_lxe_standard,alfresco,main,alfresco-36-lxe-standard-gallery-4.jpg,alfresco/alfresco-36-lxe-standard/alfresco-36-lxe-standard-gallery-4.jpg,https://alfrescogrills.com/wp-content/uploads/2023/08/Standard-RAL-Color-Chart-2-1.jpg,https://alfrescogrills.com/luxury-grills/36-lxe-grill/,1708,594,meta og:image,downloaded
